IncidntNum,Category,Description,DayOfWeek,Date,time,Pddistrict,Resolution,Address,X,Y,location,Pdid
150457581,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Monday,05/25/2015,17:57,BAYVIEW,NONE,SAN BRUNO AV / PAUL AV,-122.4021095,37.72403765,"(37.7240376461441, -122.402109488937)",1.50E+13
150457581,SECONDARY CODES,JUVENILE INVOLVED,Monday,05/25/2015,17:57,BAYVIEW,NONE,SAN BRUNO AV / PAUL AV,-122.4021095,37.72403765,"(37.7240376461441, -122.402109488937)",1.50E+13
150456680,ASSAULT,BATTERY OF A POLICE OFFICER,Monday,05/25/2015,17:55,NORTHERN,"ARREST, BOOKED",1400 Block of POLK ST,-122.4205239,37.79011725,"(37.7901172490517, -122.420523936293)",1.50E+13
150456680,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Monday,05/25/2015,17:55,NORTHERN,"ARREST, BOOKED",1400 Block of POLK ST,-122.4205239,37.79011725,"(37.7901172490517, -122.420523936293)",1.50E+13
150456680,ASSAULT,BATTERY,Monday,05/25/2015,17:55,NORTHERN,"ARREST, BOOKED",1400 Block of POLK ST,-122.4205239,37.79011725,"(37.7901172490517, -122.420523936293)",1.50E+13
156125768,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,05/25/2015,17:50,RICHMOND,NONE,2300 Block of SUTTER ST,-122.4390664,37.78540564,"(37.7854056405781, -122.439066426641)",1.56E+13
150457252,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Monday,05/25/2015,17:49,NORTHERN,NONE,1100 Block of BUCHANAN ST,-122.4286923,37.78046678,"(37.7804667844899, -122.4286923384)",1.50E+13
150456674,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Monday,05/25/2015,17:47,BAYVIEW,"ARREST, BOOKED",1300 Block of CARROLL AV,-122.3886672,37.7223783,"(37.7223782958446, -122.388667171578)",1.50E+13
150456618,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Monday,05/25/2015,17:44,MISSION,"ARREST, CITED",1000 Block of POTRERO AV,-122.4065391,37.75648641,"(37.7564864109309, -122.406539115148)",1.50E+13
150456715,NON-CRIMINAL,FIRE REPORT,Monday,05/25/2015,17:40,RICHMOND,NONE,2600 Block of SACRAMENTO ST,-122.4365008,37.78946921,"(37.7894692099991, -122.436500836877)",1.50E+13
150456599,NON-CRIMINAL,AIDED CASE,Monday,05/25/2015,17:36,TARAVAL,NONE,3200 Block of 20TH AV,-122.4756475,37.72852806,"(37.7285280627465, -122.475647460786)",1.50E+13
150456561,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,05/25/2015,17:35,RICHMOND,NONE,700 Block of 18TH AV,-122.4766915,37.7738311,"(37.7738311003572, -122.476691497828)",1.50E+13
150456812,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,05/25/2015,17:30,NORTHERN,NONE,500 Block of POLK ST,-122.4190171,37.78193603,"(37.7819360288727, -122.419017149992)",1.50E+13
150459010,ASSAULT,BATTERY,Monday,05/25/2015,17:30,SOUTHERN,NONE,8TH ST / MISSION ST,-122.4131609,37.77745666,"(37.7774566611807, -122.41316085097)",1.50E+13
150456555,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Monday,05/25/2015,17:30,TARAVAL,NONE,500 Block of TARAVAL ST,-122.4719249,37.74316003,"(37.7431600323675, -122.471924924318)",1.50E+13
150456492,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,05/25/2015,17:20,NORTHERN,"ARREST, BOOKED",BROADWAY ST / POLK ST,-122.4217721,37.79594615,"(37.7959461531958, -122.421772135304)",1.50E+13
150456828,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Monday,05/25/2015,17:16,BAYVIEW,"ARREST, BOOKED",900 Block of VERMONT ST,-122.4035421,37.75762952,"(37.757629517625, -122.40354213375)",1.50E+13
150456828,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Monday,05/25/2015,17:16,BAYVIEW,"ARREST, BOOKED",900 Block of VERMONT ST,-122.4035421,37.75762952,"(37.757629517625, -122.40354213375)",1.50E+13
150456828,WARRANTS,WARRANT ARREST,Monday,05/25/2015,17:16,BAYVIEW,"ARREST, BOOKED",900 Block of VERMONT ST,-122.4035421,37.75762952,"(37.757629517625, -122.40354213375)",1.50E+13
150456533,WARRANTS,WARRANT ARREST,Monday,05/25/2015,17:15,SOUTHERN,"ARREST, BOOKED",800 Block of BRYANT ST,-122.4034048,37.77542071,"(37.775420706711, -122.403404791479)",1.50E+13
150456464,OTHER OFFENSES,TRAFFIC VIOLATION,Monday,05/25/2015,17:15,SOUTHERN,"ARREST, BOOKED",MISSION ST / 8TH ST,-122.4131609,37.77745666,"(37.7774566611807, -122.41316085097)",1.50E+13
150457064,OTHER OFFENSES,PROBATION VIOLATION,Monday,05/25/2015,17:14,CENTRAL,"ARREST, BOOKED",900 Block of HYDE ST,-122.4170443,37.78959528,"(37.7895952774322, -122.417044292614)",1.50E+13
150457064,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,05/25/2015,17:14,CENTRAL,"ARREST, BOOKED",900 Block of HYDE ST,-122.4170443,37.78959528,"(37.7895952774322, -122.417044292614)",1.50E+13
156132177,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,05/25/2015,17:07,SOUTHERN,NONE,0 Block of NEWMONTGOMERY ST,-122.4005933,37.78760247,"(37.7876024687437, -122.400593259668)",1.56E+13
150457008,MISSING PERSON,MISSING JUVENILE,Monday,05/25/2015,17:00,INGLESIDE,NONE,0 Block of LAIDLEY ST,-122.4316454,37.74099706,"(37.7409970550724, -122.43164540421)",1.50E+13
150461883,VEHICLE THEFT,STOLEN TRUCK,Monday,05/25/2015,17:00,INGLESIDE,NONE,600 Block of ROCKDALE DR,-122.4503752,37.740911,"(37.7409109988191, -122.450375238437)",1.50E+13
150465631,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,05/25/2015,17:00,TARAVAL,NONE,0 Block of WESTGATE DR,-122.4659482,37.72779334,"(37.7277933438403, -122.465948189789)",1.50E+13
150456771,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Monday,05/25/2015,17:00,RICHMOND,NONE,11TH AV / BALBOA ST,-122.4693624,37.77698994,"(37.7769899352487, -122.469362414952)",1.50E+13
150456771,SECONDARY CODES,PREJUDICE-BASED INCIDENT,Monday,05/25/2015,17:00,RICHMOND,NONE,11TH AV / BALBOA ST,-122.4693624,37.77698994,"(37.7769899352487, -122.469362414952)",1.50E+13
150456834,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Monday,05/25/2015,17:00,RICHMOND,NONE,600 Block of 23RD AV,-122.4821807,37.77545244,"(37.77545243702, -122.48218073183)",1.50E+13
150458385,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,05/25/2015,17:00,RICHMOND,NONE,1300 Block of BAKER ST,-122.4429614,37.78339271,"(37.7833927127465, -122.44296138394)",1.50E+13
150466435,LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Monday,05/25/2015,17:00,MISSION,NONE,200 Block of JERSEY ST,-122.4307013,37.75063914,"(37.7506391353781, -122.430701301778)",1.50E+13
150456577,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Monday,05/25/2015,16:46,MISSION,NONE,2600 Block of MISSION ST,-122.4186003,37.75462559,"(37.7546255872838, -122.41860030589)",1.50E+13
150456668,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, UNLAWFUL ENTRY",Monday,05/25/2015,16:46,SOUTHERN,NONE,1500 Block of FOLSOM ST,-122.4148171,37.77118289,"(37.7711828947702, -122.41481714113)",1.50E+13
150456345,OTHER OFFENSES,TRAFFIC VIOLATION,Monday,05/25/2015,16:41,CENTRAL,"ARREST, BOOKED",BROADWAY ST / HYDE ST,-122.4184925,37.79642533,"(37.7964253273677, -122.41849248154)",1.50E+13
150456436,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Monday,05/25/2015,16:40,BAYVIEW,NONE,5300 Block of 3RD ST,-122.3928997,37.72890407,"(37.7289040677766, -122.392899681522)",1.50E+13
150456367,NON-CRIMINAL,"CIVIL SIDEWALKS, CITATION",Monday,05/25/2015,16:37,MISSION,"ARREST, BOOKED",400 Block of CASTRO ST,-122.4351501,37.76175972,"(37.7617597243598, -122.435150099812)",1.50E+13
156129691,NON-CRIMINAL,LOST PROPERTY,Monday,05/25/2015,16:30,TARAVAL,NONE,3900 Block of ALEMANY BL,-122.4681053,37.71096391,"(37.7109639146394, -122.468105304613)",1.56E+13
150456414,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,05/25/2015,16:16,SOUTHERN,NONE,700 Block of MARKET ST,-122.4052948,37.78630722,"(37.7863072236365, -122.405294845215)",1.50E+13
150456351,NON-CRIMINAL,"AIDED CASE, DOG BITE",Monday,05/25/2015,16:10,CENTRAL,NONE,1500 Block of MASON ST,-122.4119257,37.79766728,"(37.7976672792374, -122.41192565058)",1.50E+13
150456301,DRUG/NARCOTIC,POSSESSION OF OPIUM,Monday,05/25/2015,16:05,SOUTHERN,"ARREST, BOOKED",7TH ST / MARKET ST,-122.4125153,37.78047775,"(37.7804777480508, -122.412515341356)",1.50E+13
150456301,WARRANTS,ENROUTE TO U.S. MARSHALL,Monday,05/25/2015,16:05,SOUTHERN,"ARREST, BOOKED",7TH ST / MARKET ST,-122.4125153,37.78047775,"(37.7804777480508, -122.412515341356)",1.50E+13
150456301,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,Monday,05/25/2015,16:05,SOUTHERN,"ARREST, BOOKED",7TH ST / MARKET ST,-122.4125153,37.78047775,"(37.7804777480508, -122.412515341356)",1.50E+13
150457036,MISSING PERSON,MISSING ADULT,Monday,05/25/2015,16:00,TENDERLOIN,LOCATED,100 Block of OFARRELL ST,-122.4072441,37.78656476,"(37.7865647607685, -122.407244087032)",1.50E+13
150457036,MISSING PERSON,FOUND PERSON,Monday,05/25/2015,16:00,TENDERLOIN,LOCATED,100 Block of OFARRELL ST,-122.4072441,37.78656476,"(37.7865647607685, -122.407244087032)",1.50E+13
156132296,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,05/25/2015,16:00,SOUTHERN,NONE,0 Block of LAFAYETTE ST,-122.4177658,37.77325111,"(37.7732511060231, -122.417765763327)",1.56E+13
156125649,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,05/25/2015,16:00,SOUTHERN,NONE,5TH ST / JESSIE ST,-122.4071886,37.78329172,"(37.7832917166536, -122.40718855811)",1.56E+13
150456458,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Monday,05/25/2015,16:00,CENTRAL,NONE,STOCKTON ST / JACKSON ST,-122.4082547,37.79582231,"(37.7958223141329, -122.408254664048)",1.50E+13
150456903,NON-CRIMINAL,FOUND PROPERTY,Monday,05/25/2015,16:00,MISSION,NONE,21ST ST / ALABAMA ST,-122.4114252,37.75748453,"(37.7574845297544, -122.411425190106)",1.50E+13
150456630,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Monday,05/25/2015,15:58,TENDERLOIN,"ARREST, BOOKED",100 Block of POWELL ST,-122.4080145,37.78595078,"(37.7859507767613, -122.40801449292)",1.50E+13
150456630,OTHER OFFENSES,CONSPIRACY,Monday,05/25/2015,15:58,TENDERLOIN,"ARREST, BOOKED",100 Block of POWELL ST,-122.4080145,37.78595078,"(37.7859507767613, -122.40801449292)",1.50E+13
150456210,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,05/25/2015,15:49,SOUTHERN,"ARREST, BOOKED",800 Block of BRYANT ST,-122.4034048,37.77542071,"(37.775420706711, -122.403404791479)",1.50E+13
150456317,ASSAULT,INFLICT INJURY ON COHABITEE,Monday,05/25/2015,15:45,TENDERLOIN,"ARREST, BOOKED",TURK ST / LEAVENWORTH ST,-122.4140563,37.78279311,"(37.7827931071006, -122.414056291891)",1.50E+13
150456878,LARCENY/THEFT,GRAND THEFT BICYCLE,Monday,05/25/2015,15:38,SOUTHERN,NONE,5TH ST / MISSION ST,-122.406482,37.78273179,"(37.7827317884887, -122.406481972743)",1.50E+13
150456191,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,05/25/2015,15:30,SOUTHERN,"ARREST, BOOKED",1200 Block of MARKET ST,-122.4154488,37.77829352,"(37.778293520129, -122.415448759562)",1.50E+13
150457434,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Monday,05/25/2015,15:30,INGLESIDE,NONE,700 Block of MOSCOW ST,-122.4316905,37.71577283,"(37.7157728286068, -122.431690484339)",1.50E+13
150485645,OTHER OFFENSES,"FRAUDULENT GAME OR TRICK, OBTAINING MONEY OR PROPERTY",Monday,05/25/2015,15:30,RICHMOND,NONE,0 Block of 21ST AV,-122.4808258,37.78641667,"(37.7864166710295, -122.480825807299)",1.50E+13
150485645,OTHER OFFENSES,FALSE PERSONATION,Monday,05/25/2015,15:30,RICHMOND,NONE,0 Block of 21ST AV,-122.4808258,37.78641667,"(37.7864166710295, -122.480825807299)",1.50E+13
150456163,OTHER OFFENSES,TRAFFIC VIOLATION,Monday,05/25/2015,15:21,INGLESIDE,"ARREST, BOOKED",GENEVA AV / LONDON ST,-122.4402533,37.71604001,"(37.7160400107849, -122.440253342983)",1.50E+13
150456248,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Monday,05/25/2015,15:20,NORTHERN,"ARREST, BOOKED",1700 Block of CALIFORNIA ST,-122.4231568,37.79020883,"(37.7902088255652, -122.423156806774)",1.50E+13
150456890,ASSAULT,THREATS AGAINST LIFE,Monday,05/25/2015,15:15,SOUTHERN,"ARREST, BOOKED",5TH ST / CLEMENTINA ST,-122.4039241,37.78069921,"(37.7806992112914, -122.403924079202)",1.50E+13
150456890,NON-CRIMINAL,"AIDED CASE, DOG BITE",Monday,05/25/2015,15:15,SOUTHERN,"ARREST, BOOKED",5TH ST / CLEMENTINA ST,-122.4039241,37.78069921,"(37.7806992112914, -122.403924079202)",1.50E+13
150456890,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Monday,05/25/2015,15:15,SOUTHERN,"ARREST, BOOKED",5TH ST / CLEMENTINA ST,-122.4039241,37.78069921,"(37.7806992112914, -122.403924079202)",1.50E+13
150456652,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,05/25/2015,15:00,NORTHERN,NONE,1700 Block of OFARRELL ST,-122.433555,37.78324003,"(37.783240028248, -122.43355503388)",1.50E+13
150456602,FRAUD,DEFRAUDING AN INNKEEPER,Monday,05/25/2015,15:00,CENTRAL,"ARREST, BOOKED",700 Block of KEARNY ST,-122.4048478,37.79510065,"(37.7951006528052, -122.404847847867)",1.50E+13
156127510,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,05/25/2015,15:00,NORTHERN,NONE,300 Block of AVILA ST,-122.4409006,37.80472871,"(37.804728713623, -122.440900608494)",1.56E+13
150456442,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Monday,05/25/2015,15:00,MISSION,"ARREST, BOOKED",1700 Block of HARRISON ST,-122.4133542,37.7690748,"(37.7690748003847, -122.413354187018)",1.50E+13
150456442,FRAUD,"CREDIT CARD, THEFT OF",Monday,05/25/2015,15:00,MISSION,"ARREST, BOOKED",1700 Block of HARRISON ST,-122.4133542,37.7690748,"(37.7690748003847, -122.413354187018)",1.50E+13
150472501,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Monday,05/25/2015,15:00,CENTRAL,NONE,1100 Block of GRANT AV,-122.4069121,37.79765435,"(37.7976543484414, -122.406912053867)",1.50E+13
156132638,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,05/25/2015,15:00,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071,"(37.775420706711, -122.403404791479)",1.56E+13
150456373,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Monday,05/25/2015,15:00,TARAVAL,NONE,0 Block of COUNTRYCLUB DR,-122.4957496,37.72998402,"(37.7299840220261, -122.495749570932)",1.50E+13
150456107,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,05/25/2015,14:57,MISSION,"ARREST, BOOKED",2600 Block of MISSION ST,-122.4187383,37.75461724,"(37.7546172382083, -122.418738265772)",1.50E+13
150456141,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,05/25/2015,14:52,BAYVIEW,NONE,900 Block of GILMAN AV,-122.3874795,37.71793195,"(37.7179319466469, -122.387479514747)",1.50E+13
150456088,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Monday,05/25/2015,14:49,TENDERLOIN,"ARREST, BOOKED",HYDE ST / GOLDEN GATE AV,-122.4155082,37.78165428,"(37.7816542806076, -122.415508242782)",1.50E+13
150456088,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Monday,05/25/2015,14:49,TENDERLOIN,"ARREST, BOOKED",HYDE ST / GOLDEN GATE AV,-122.4155082,37.78165428,"(37.7816542806076, -122.415508242782)",1.50E+13
150456088,NON-CRIMINAL,"STAY AWAY OR COURT ORDER, NON-DV RELATED",Monday,05/25/2015,14:49,TENDERLOIN,"ARREST, BOOKED",HYDE ST / GOLDEN GATE AV,-122.4155082,37.78165428,"(37.7816542806076, -122.415508242782)",1.50E+13
150456129,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Monday,05/25/2015,14:44,INGLESIDE,"ARREST, BOOKED",500 Block of SAWYER ST,-122.4154615,37.71063779,"(37.7106377857099, -122.415461474153)",1.50E+13
150456129,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Monday,05/25/2015,14:44,INGLESIDE,"ARREST, BOOKED",500 Block of SAWYER ST,-122.4154615,37.71063779,"(37.7106377857099, -122.415461474153)",1.50E+13
150456129,WARRANTS,PROBATION SEARCH,Monday,05/25/2015,14:44,INGLESIDE,"ARREST, BOOKED",500 Block of SAWYER ST,-122.4154615,37.71063779,"(37.7106377857099, -122.415461474153)",1.50E+13
150456094,ROBBERY,ATTEMPTED ROBBERY COMM. ESTAB. WITH BODILY FORCE,Monday,05/25/2015,14:40,CENTRAL,NONE,0 Block of KEARNY ST,-122.4035355,37.78782448,"(37.7878244847404, -122.403535460378)",1.50E+13
150456094,ROBBERY,"ROBBERY, BODILY FORCE",Monday,05/25/2015,14:40,CENTRAL,NONE,0 Block of KEARNY ST,-122.4035355,37.78782448,"(37.7878244847404, -122.403535460378)",1.50E+13
150456066,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Monday,05/25/2015,14:34,BAYVIEW,"ARREST, BOOKED",1500 Block of UNDERWOOD AV,-122.3909749,37.72922239,"(37.7292223935399, -122.390974895187)",1.50E+13
150456066,OTHER OFFENSES,RECKLESS DRIVING,Monday,05/25/2015,14:34,BAYVIEW,"ARREST, BOOKED",1500 Block of UNDERWOOD AV,-122.3909749,37.72922239,"(37.7292223935399, -122.390974895187)",1.50E+13
150456066,STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING",Monday,05/25/2015,14:34,BAYVIEW,"ARREST, BOOKED",1500 Block of UNDERWOOD AV,-122.3909749,37.72922239,"(37.7292223935399, -122.390974895187)",1.50E+13
150457428,MISSING PERSON,MISSING JUVENILE,Monday,05/25/2015,14:23,INGLESIDE,NONE,100 Block of PERSIA AV,-122.4347643,37.72261614,"(37.7226161363136, -122.434764286692)",1.50E+13
150456000,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,05/25/2015,14:23,TENDERLOIN,"ARREST, BOOKED",LEAVENWORTH ST / GOLDEN GATE AV,-122.4138696,37.78186219,"(37.7818621883021, -122.413869632554)",1.50E+13
150456226,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Monday,05/25/2015,14:20,CENTRAL,NONE,600 Block of CALIFORNIA ST,-122.4050258,37.79250834,"(37.792508340252, -122.405025778458)",1.50E+13
150455983,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,05/25/2015,14:15,PARK,NONE,300 Block of PARNASSUS AV,-122.4549969,37.76416151,"(37.7641615127899, -122.454996890694)",1.50E+13
150464627,NON-CRIMINAL,LOST PROPERTY,Monday,05/25/2015,14:00,TENDERLOIN,NONE,GOLDEN GATE AV / LEAVENWORTH ST,-122.4138696,37.78186219,"(37.7818621883021, -122.413869632554)",1.50E+13
156126396,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,05/25/2015,14:00,CENTRAL,NONE,POWELL ST / SUTTER ST,-122.4085974,37.78922421,"(37.789224205873, -122.408597386677)",1.56E+13
156126396,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Monday,05/25/2015,14:00,CENTRAL,NONE,POWELL ST / SUTTER ST,-122.4085974,37.78922421,"(37.789224205873, -122.408597386677)",1.56E+13
150455961,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Monday,05/25/2015,13:51,BAYVIEW,"ARREST, BOOKED",1500 Block of BAY SHORE BL,-122.4010969,37.72455567,"(37.7245556697717, -122.401096851568)",1.50E+13
150455961,OTHER OFFENSES,RESISTING ARREST,Monday,05/25/2015,13:51,BAYVIEW,"ARREST, BOOKED",1500 Block of BAY SHORE BL,-122.4010969,37.72455567,"(37.7245556697717, -122.401096851568)",1.50E+13
150458987,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Monday,05/25/2015,13:43,MISSION,NONE,400 Block of CASTRO ST,-122.4351501,37.76175972,"(37.7617597243598, -122.435150099812)",1.50E+13
150455858,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,05/25/2015,13:40,SOUTHERN,"ARREST, BOOKED",MARKET ST / 11TH ST,-122.4186983,37.77558941,"(37.7755894130051, -122.418698328939)",1.50E+13
150461924,OTHER OFFENSES,FALSE PERSONATION,Monday,05/25/2015,13:35,SOUTHERN,NONE,MARKET ST / SPEAR ST,-122.3956301,37.79378997,"(37.7937899670889, -122.395630116231)",1.50E+13
150455949,SECONDARY CODES,JUVENILE INVOLVED,Monday,05/25/2015,13:34,INGLESIDE,JUVENILE BOOKED,MANSELL ST / HOLYOKE ST,-122.4060374,37.72023558,"(37.7202355835219, -122.4060374411)",1.50E+13
150455949,OTHER OFFENSES,FAILURE TO HEED RED LIGHT AND SIREN,Monday,05/25/2015,13:34,INGLESIDE,JUVENILE BOOKED,MANSELL ST / HOLYOKE ST,-122.4060374,37.72023558,"(37.7202355835219, -122.4060374411)",1.50E+13
150455949,OTHER OFFENSES,TRAFFIC VIOLATION,Monday,05/25/2015,13:34,INGLESIDE,JUVENILE BOOKED,MANSELL ST / HOLYOKE ST,-122.4060374,37.72023558,"(37.7202355835219, -122.4060374411)",1.50E+13
150455836,NON-CRIMINAL,FOUND PROPERTY,Monday,05/25/2015,13:30,TENDERLOIN,NONE,0 Block of UNITEDNATIONS PZ,-122.4143179,37.77994441,"(37.7799444052046, -122.414317857881)",1.50E+13
150459292,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Monday,05/25/2015,13:30,CENTRAL,NONE,1200 Block of GREENWICH ST,-122.4202545,37.80090461,"(37.8009046106896, -122.420254475507)",1.50E+13
150455820,DISORDERLY CONDUCT,"DISTURBING THE PEACE, SWEARING",Monday,05/25/2015,13:30,SOUTHERN,NONE,500 Block of MARKET ST,-122.3999113,37.79055966,"(37.7905596637863, -122.399911318801)",1.50E+13
156132149,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,05/25/2015,13:30,SOUTHERN,NONE,100 Block of 2ND ST,-122.3994778,37.78783219,"(37.7878321941049, -122.399477770814)",1.56E+13
150457296,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,05/25/2015,13:30,INGLESIDE,NONE,ALPHA ST / TIOGA AV,-122.4025634,37.71555878,"(37.7155587805951, -122.402563355686)",1.50E+13
150455836,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Monday,05/25/2015,13:30,TENDERLOIN,NONE,0 Block of UNITEDNATIONS PZ,-122.4143179,37.77994441,"(37.7799444052046, -122.414317857881)",1.50E+13
150455767,ASSAULT,BATTERY,Monday,05/25/2015,13:15,RICHMOND,NONE,300 Block of 9TH AV,-122.4674879,37.78182574,"(37.7818257431973, -122.467487929662)",1.50E+13
150457343,ASSAULT,THREATS AGAINST LIFE,Monday,05/25/2015,13:00,BAYVIEW,NONE,1700 Block of 26TH ST,-122.3973889,37.75117085,"(37.7511708451997, -122.397388947833)",1.50E+13
150457343,SECONDARY CODES,DOMESTIC VIOLENCE,Monday,05/25/2015,13:00,BAYVIEW,NONE,1700 Block of 26TH ST,-122.3973889,37.75117085,"(37.7511708451997, -122.397388947833)",1.50E+13
150455701,NON-CRIMINAL,FOUND PROPERTY,Monday,05/25/2015,13:00,MISSION,NONE,600 Block of VALENCIA ST,-122.4217477,37.76274366,"(37.7627436601147, -122.421747650463)",1.50E+13
156125655,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,05/25/2015,13:00,SOUTHERN,NONE,MISSION ST / 8TH ST,-122.4131609,37.77745666,"(37.7774566611807, -122.41316085097)",1.56E+13
156125542,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,05/25/2015,13:00,PARK,NONE,WALLER ST / SHRADER ST,-122.4516781,37.76844439,"(37.7684443887807, -122.451678102615)",1.56E+13
150457343,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Monday,05/25/2015,13:00,BAYVIEW,NONE,1700 Block of 26TH ST,-122.3973889,37.75117085,"(37.7511708451997, -122.397388947833)",1.50E+13
150455466,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Monday,05/25/2015,12:59,BAYVIEW,"ARREST, BOOKED",3RD ST / WALLACE AV,-122.3928993,37.72849042,"(37.7284904239683, -122.392899342709)",1.50E+13
150455682,NON-CRIMINAL,"CIVIL SIDEWALKS, CITATION",Monday,05/25/2015,12:49,MISSION,"ARREST, BOOKED",2100 Block of MARKET ST,-122.429789,37.76665215,"(37.7666521474762, -122.429788986988)",1.50E+13
150455717,LARCENY/THEFT,THEFT OF COMPUTERS OR CELL PHONES,Monday,05/25/2015,12:46,RICHMOND,NONE,3500 Block of GEARY BL,-122.4570162,37.78121638,"(37.7812163786666, -122.457016163474)",1.50E+13
150455739,VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Monday,05/25/2015,12:43,TARAVAL,NONE,1600 Block of OCEAN AV,-122.4596101,37.72453178,"(37.72453178488, -122.459610061187)",1.50E+13
150455660,NON-CRIMINAL,"CIVIL SIDEWALKS, CITATION",Monday,05/25/2015,12:37,MISSION,"ARREST, BOOKED",16TH ST / POND ST,-122.4322818,37.7642892,"(37.7642891955749, -122.432281791678)",1.50E+13
150455610,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,05/25/2015,12:36,SOUTHERN,"ARREST, BOOKED",800 Block of BRYANT ST,-122.4034048,37.77542071,"(37.775420706711, -122.403404791479)",1.50E+13
150455604,DISORDERLY CONDUCT,COMMITTING PUBLIC NUISANCE,Monday,05/25/2015,12:36,TENDERLOIN,NONE,GROVE ST / LARKIN ST,-122.4165835,37.77865915,"(37.7786591541508, -122.416583456133)",1.50E+13
150455604,TRESPASS,LODGING WITHOUT PERMISSION,Monday,05/25/2015,12:36,TENDERLOIN,NONE,GROVE ST / LARKIN ST,-122.4165835,37.77865915,"(37.7786591541508, -122.416583456133)",1.50E+13
